speed,mileage,lastMaintenanceDaysAgo,previous_delay,congestion,occupancyPercentage,delay_minutes,maintenance_status
112,48374,6,47,8,27,35,Healthy
95,82302,23,25,9,41,40,Healthy
104,72784,158,12,6,96,28,Minor Issue
119,59882,54,35,2,40,18,Healthy
80,25928,87,23,1,48,14,Healthy
90,31274,11,40,3,94,34,Healthy
110,44416,159,25,3,94,18,Minor Issue
117,96148,134,20,8,56,43,Critical
68,70998,11,17,5,97,32,Healthy
58,39047,77,14,1,48,8,Healthy
105,53356,12,14,4,56,13,Healthy
80,47134,194,5,7,40,21,Minor Issue
84,77042,53,42,5,31,35,Healthy
54,61310,99,30,6,67,40,Minor Issue
42,90758,36,27,4,66,38,Healthy
50,22363,145,7,2,34,5,Healthy
92,95149,28,28,9,86,48,Healthy
85,54563,150,20,2,32,17,Minor Issue
69,40628,102,16,2,78,14,Healthy
96,79672,7,55,2,92,36,Healthy
57,56246,15,56,1,32,27,Healthy
90,21161,139,48,3,99,48,Healthy
87,99110,24,23,6,97,38,Healthy
105,12810,195,57,7,91,54,Healthy
47,69860,30,59,1,38,34,Healthy
61,87199,198,49,5,76,43,Critical
45,81688,66,35,5,51,39,Minor Issue
115,75548,61,30,1,40,12,Healthy
96,72363,78,46,4,33,30,Minor Issue
75,21162,41,33,1,99,21,Healthy
118,97858,82,1,1,43,0,Minor Issue
96,83535,51,41,7,68,44,Healthy
88,17219,172,2,7,51,15,Healthy
84,80864,95,29,3,94,29,Minor Issue
105,13621,13,7,7,30,17,Healthy
116,99792,90,51,3,79,40,Critical
84,54433,140,6,2,87,18,Healthy
118,86850,82,11,4,80,7,Healthy
59,76188,9,57,3,24,37,Healthy
103,64951,48,18,7,55,31,Healthy
106,91718,49,25,1,83,15,Minor Issue
42,46558,53,27,6,97,48,Healthy
93,25659,184,14,2,51,11,Minor Issue
117,44413,40,13,8,90,34,Healthy
103,20435,107,47,5,93,46,Healthy
79,63911,24,58,3,85,42,Healthy
98,38067,108,13,7,29,27,Healthy
94,97794,33,2,2,40,4,Healthy
101,79224,23,49,5,59,43,Healthy
43,83225,77,28,8,61,37,Healthy
99,11379,54,59,1,91,34,Healthy
114,37624,53,53,1,65,31,Healthy
69,98427,49,5,3,92,15,Minor Issue
41,67745,78,48,3,60,44,Healthy
101,61805,80,22,7,23,33,Healthy
88,22516,177,27,6,33,33,Healthy
48,89422,102,13,7,33,34,Critical
70,95843,122,13,4,72,24,Minor Issue
100,34843,188,19,2,48,10,Minor Issue
118,15912,103,12,2,42,6,Healthy
87,31514,90,26,1,50,9,Healthy
64,97359,90,59,9,90,76,Minor Issue
75,67032,193,34,7,96,40,Minor Issue
47,38797,160,44,3,80,29,Healthy
112,16449,121,55,2,42,43,Healthy
97,11725,149,1,3,27,3,Minor Issue
84,91406,146,40,7,95,54,Critical
101,19304,60,44,5,35,40,Healthy
78,83058,122,39,3,45,35,Minor Issue
97,23663,141,47,9,48,57,Healthy
103,80320,152,23,2,25,15,Critical
83,85008,30,28,7,56,26,Healthy
68,85591,130,2,6,52,15,Critical
98,22676,83,44,6,65,30,Healthy
110,35192,111,3,7,80,19,Healthy
48,34722,108,49,6,60,48,Healthy
45,17446,111,1,2,37,6,Healthy
68,14725,25,19,5,35,20,Healthy
97,95597,50,53,3,70,37,Minor Issue
56,98207,14,52,9,56,60,Healthy
55,67632,134,14,8,33,35,Minor Issue
42,76945,76,48,2,87,44,Healthy
60,83741,84,31,1,49,22,Critical
103,26365,87,41,4,79,39,Healthy
75,75792,158,0,4,72,14,Critical
101,74857,30,37,2,55,30,Minor Issue
81,25704,166,34,7,49,51,Minor Issue
115,60575,58,50,3,83,25,Healthy
81,39902,94,6,7,33,28,Healthy
100,11195,41,44,7,42,38,Healthy
52,63517,94,12,1,67,13,Minor Issue
50,44012,57,48,6,47,50,Healthy
93,21415,164,0,4,26,10,Minor Issue
55,49534,64,13,8,61,36,Healthy
47,31686,98,28,8,29,42,Healthy
98,87198,16,57,3,87,45,Minor Issue
96,38743,88,2,4,63,10,Healthy
79,42161,78,45,1,32,16,Healthy
98,71313,90,23,2,52,16,Healthy
41,12402,72,0,7,51,21,Healthy
115,73190,14,47,7,67,43,Healthy
49,62551,31,9,9,24,29,Healthy
83,23275,66,12,9,80,28,Healthy
50,38182,112,35,9,22,47,Healthy
118,24915,68,8,6,43,18,Healthy
119,10909,193,13,8,53,33,Healthy
41,75908,55,35,9,61,51,Healthy
89,32620,123,9,7,39,32,Critical
51,44112,168,39,4,60,41,Minor Issue
62,84051,153,22,4,39,19,Minor Issue
57,12431,25,34,6,25,35,Healthy
101,96590,131,54,4,76,54,Critical
101,72175,69,6,7,61,27,Minor Issue
77,42624,102,41,8,44,46,Healthy
106,86121,118,34,8,60,48,Minor Issue
77,71264,26,1,8,60,20,Healthy
106,41958,40,14,2,22,4,Healthy
100,11695,38,8,2,62,0,Healthy
40,59932,166,46,2,65,40,Minor Issue
84,54225,196,16,2,76,9,Critical
67,11403,7,38,4,93,38,Healthy
60,93346,158,51,5,70,41,Critical
52,84391,120,17,4,24,22,Minor Issue
66,48636,147,14,5,92,28,Minor Issue
46,20839,35,17,4,34,15,Healthy
61,75546,161,23,7,58,35,Critical
113,57829,161,22,1,89,14,Minor Issue
92,19230,78,11,1,98,12,Healthy
118,61977,38,22,2,57,22,Healthy
118,50232,138,20,1,58,15,Critical
43,35651,185,25,3,71,24,Minor Issue
62,49963,28,7,6,22,17,Healthy
109,65872,100,29,6,48,25,Healthy
115,89198,38,33,1,50,11,Minor Issue
72,23739,144,1,6,85,27,Healthy
67,73294,124,4,5,64,11,Minor Issue
47,58356,149,30,7,92,46,Minor Issue
40,11789,92,32,6,41,38,Healthy
76,29420,97,53,7,29,47,Healthy
102,99297,6,3,2,40,0,Healthy
61,47606,169,5,1,36,0,Healthy
109,48640,127,22,7,86,28,Healthy
60,54135,15,44,9,26,54,Healthy
74,47067,108,18,2,55,18,Minor Issue
118,68420,131,42,7,86,54,Minor Issue
44,27357,43,44,3,96,43,Healthy
99,49851,47,7,6,49,23,Healthy
85,48262,99,38,3,90,41,Healthy
89,86853,14,12,5,48,22,Healthy
87,68643,194,0,2,91,12,Critical
45,31534,157,5,8,93,33,Healthy
95,42872,132,6,8,52,30,Minor Issue
98,17689,154,47,7,78,51,Healthy
68,79103,115,26,6,39,32,Critical
110,96268,140,14,1,48,13,Critical
116,96310,2,51,8,72,48,Minor Issue
57,98731,145,33,1,20,15,Minor Issue
41,47412,35,57,8,53,69,Healthy
47,57734,10,56,2,63,47,Healthy
114,97793,112,22,8,33,33,Critical
93,79930,171,47,4,56,40,Critical
77,32228,21,48,7,54,53,Healthy
87,87924,15,23,5,78,32,Minor Issue
66,21319,163,14,8,43,35,Healthy
59,16475,112,34,6,84,39,Healthy
51,93694,126,3,5,25,22,Critical
82,24728,85,43,1,87,28,Healthy
100,39545,85,36,3,57,22,Healthy
70,91686,188,16,9,20,36,Critical
100,71756,172,30,9,60,47,Minor Issue
113,78775,5,37,5,50,35,Healthy
106,48699,117,9,3,55,15,Critical
74,46821,146,53,6,92,52,Healthy
54,40615,149,49,5,73,48,Minor Issue
55,23746,72,26,1,50,14,Healthy
52,96457,74,41,2,48,32,Minor Issue
74,32745,51,5,5,22,11,Healthy
114,11245,169,55,9,77,57,Healthy
98,34853,24,5,4,80,20,Healthy
60,37632,152,51,9,25,59,Healthy
93,22856,38,14,3,39,20,Healthy
114,66893,44,3,1,80,7,Healthy
69,80641,185,56,6,65,55,Critical
87,78049,187,47,7,32,48,Critical
74,68182,162,53,4,42,41,Minor Issue
77,12801,75,55,5,98,57,Healthy
70,89431,95,39,4,50,37,Minor Issue
117,49749,23,6,3,23,9,Healthy
63,83757,124,50,1,94,33,Minor Issue
88,65654,86,57,6,85,48,Healthy
71,81574,43,48,5,35,45,Healthy
94,65381,40,52,1,50,33,Healthy
118,68601,47,44,5,67,39,Healthy
97,25082,169,46,6,62,47,Minor Issue
42,24648,175,25,5,23,26,Minor Issue
119,10364,20,57,1,81,38,Healthy
108,44568,109,30,5,67,37,Healthy
49,89646,193,1,1,47,9,Critical
64,81494,68,27,3,35,24,Minor Issue
107,84632,24,41,2,96,36,Healthy
100,17436,36,12,1,88,3,Healthy
68,96713,45,17,4,49,25,Minor Issue
58,36754,130,29,2,84,30,Minor Issue
82,70194,28,54,5,88,53,Minor Issue
105,34544,154,10,1,33,0,Minor Issue
113,70180,23,12,1,94,9,Healthy
100,73295,164,50,4,53,38,Critical
82,22638,91,23,7,75,27,Healthy
64,75715,134,56,2,48,33,Minor Issue
59,79409,163,28,2,98,33,Minor Issue
87,93106,103,55,1,44,30,Critical
63,27157,38,53,5,85,56,Healthy
50,55565,163,4,6,59,30,Minor Issue
94,79996,94,34,6,34,38,Minor Issue
67,75888,53,18,2,51,13,Healthy
108,66095,38,54,7,39,54,Healthy
102,74947,187,12,6,72,26,Critical
98,97122,43,4,8,97,30,Healthy
44,80880,103,43,6,86,46,Critical
90,14507,114,13,9,68,34,Minor Issue
60,53988,4,37,2,86,27,Healthy
51,26865,5,21,7,96,46,Healthy
89,37213,68,8,5,20,23,Healthy
43,65954,123,48,1,58,38,Healthy
81,67450,173,39,3,80,34,Critical
77,14477,80,25,4,74,27,Healthy
64,72222,153,44,2,88,38,Critical
53,16533,11,4,7,21,21,Healthy
114,59395,157,28,1,36,12,Minor Issue
71,33396,162,53,3,48,35,Healthy
50,22755,142,21,9,23,44,Healthy
100,10865,120,48,2,92,38,Healthy
57,21173,152,2,5,83,25,Minor Issue
66,68905,187,27,4,62,32,Critical
94,48097,167,37,3,95,35,Critical
93,43371,26,13,5,31,13,Healthy
114,21254,171,46,6,69,38,Healthy
60,14018,36,13,1,87,15,Healthy
83,15192,167,42,2,80,37,Minor Issue
44,12015,189,10,1,92,12,Minor Issue
80,78916,144,8,3,70,14,Healthy
98,38343,122,37,8,96,50,Healthy
93,79306,59,46,8,97,46,Healthy
113,15829,96,43,4,24,32,Healthy
61,44381,6,5,6,47,19,Healthy
104,91081,98,0,9,29,27,Critical
103,28263,56,24,7,71,35,Healthy
110,63260,136,15,2,99,14,Critical
43,53306,94,51,2,36,36,Minor Issue
104,68418,27,14,3,84,15,Healthy
54,10148,199,33,8,40,39,Minor Issue
115,11754,155,16,9,73,41,Minor Issue
61,36745,120,2,3,68,9,Healthy
86,82914,174,2,9,41,25,Critical
85,65833,169,36,8,88,50,Minor Issue
53,30140,25,16,5,83,24,Healthy
89,84907,86,54,3,55,37,Minor Issue
59,70653,146,48,7,40,60,Critical
89,71521,12,51,9,75,62,Healthy
72,88315,87,37,6,92,40,Critical
98,41075,179,0,3,67,0,Minor Issue
82,40697,109,6,5,95,27,Healthy
118,64544,167,25,7,37,26,Critical
51,19795,89,46,8,34,51,Healthy
79,74555,10,38,4,63,33,Healthy
59,62204,74,18,2,64,13,Healthy
77,79754,77,51,2,55,35,Healthy
42,74860,54,53,3,59,41,Healthy
67,61529,157,29,8,70,48,Minor Issue
95,21672,102,42,1,49,24,Healthy
52,64238,169,54,7,45,63,Minor Issue
116,45950,137,13,6,50,29,Minor Issue
105,21009,191,12,2,75,6,Healthy
76,57096,165,19,9,80,41,Critical
88,29544,142,25,5,36,38,Healthy
105,65728,101,26,2,43,10,Minor Issue
75,39381,73,24,3,23,23,Healthy
93,35287,72,8,7,28,25,Healthy
65,74610,167,40,7,21,39,Critical
114,78122,168,47,1,54,21,Critical
111,78184,54,11,4,57,24,Healthy
79,50081,3,9,6,64,34,Healthy
82,93637,183,5,8,34,28,Critical
61,55312,111,49,3,61,32,Minor Issue
59,97228,161,33,3,22,32,Critical
47,82943,96,58,8,50,56,Minor Issue
68,92790,71,51,8,71,62,Minor Issue
79,90770,19,40,8,60,42,Minor Issue
69,62726,34,18,1,76,15,Healthy
94,32211,50,5,8,61,32,Healthy
55,39480,175,1,8,72,16,Healthy
85,57780,46,14,2,75,11,Healthy
101,67138,184,16,9,95,41,Critical
46,52503,185,15,7,91,36,Critical
119,67893,83,27,8,72,36,Minor Issue
84,56193,51,20,2,51,15,Healthy
98,71358,54,7,4,73,20,Healthy
95,90857,90,9,7,56,32,Minor Issue
87,88182,81,9,6,27,23,Minor Issue
66,32117,118,49,7,30,58,Healthy
92,69056,156,9,1,73,4,Critical
112,68706,19,8,8,79,32,Healthy
74,80429,27,27,7,29,31,Healthy
90,19476,176,23,4,89,42,Minor Issue
76,92806,147,18,1,61,13,Minor Issue
96,65006,179,32,8,56,47,Critical
47,97238,7,3,7,99,22,Healthy
118,79918,157,55,8,95,62,Critical
59,73155,171,2,1,77,7,Critical
92,77321,69,41,5,78,43,Minor Issue
51,55798,94,11,9,43,37,Minor Issue
88,87271,113,17,5,47,23,Critical
56,40177,107,22,3,56,22,Healthy
103,92215,120,19,9,40,36,Minor Issue
81,53013,186,5,9,52,38,Critical
68,92600,136,52,4,21,38,Critical
58,63450,170,33,4,47,43,Minor Issue
50,57928,42,41,8,34,51,Healthy
89,55382,13,1,7,20,25,Healthy
110,95038,154,29,5,47,34,Critical
97,10760,18,8,6,69,15,Healthy
73,34142,42,26,3,54,17,Healthy
59,27290,51,41,6,47,41,Healthy
89,81035,113,33,8,28,33,Minor Issue
49,10364,144,39,9,43,52,Healthy
71,66921,101,23,3,82,25,Critical
91,29797,3,48,8,23,53,Healthy
54,42535,79,16,3,75,23,Healthy
42,56300,98,28,2,60,25,Healthy
76,57176,173,35,5,86,44,Minor Issue
79,26105,150,49,4,67,46,Minor Issue
111,17939,23,11,5,77,30,Healthy
79,89472,59,30,6,58,37,Minor Issue
95,52029,190,48,3,44,22,Minor Issue
62,25863,113,8,1,79,12,Healthy
50,88097,68,18,4,66,37,Minor Issue
103,20447,54,45,6,80,50,Healthy
47,56940,57,45,2,46,40,Healthy
95,87947,151,16,2,61,13,Minor Issue
99,95001,111,1,1,71,5,Minor Issue
49,29642,60,39,9,67,63,Healthy
78,77643,73,4,3,51,8,Minor Issue
67,17928,55,58,2,43,36,Healthy
88,58002,117,38,4,22,32,Healthy
75,94853,63,53,6,46,54,Healthy
52,35017,184,47,1,92,21,Minor Issue
75,89064,55,15,9,59,37,Minor Issue
65,23313,25,16,9,42,29,Healthy
43,11559,26,53,8,26,57,Healthy
103,60893,177,26,6,56,40,Minor Issue
77,25167,63,6,4,26,9,Healthy
61,90879,173,51,2,96,39,Critical
41,48598,73,7,8,41,35,Minor Issue
70,17523,79,7,7,97,36,Healthy
50,59777,167,22,4,36,30,Minor Issue
85,38439,65,31,3,38,24,Healthy
101,91060,69,42,6,58,44,Minor Issue
108,23285,184,46,1,55,28,Minor Issue
103,20973,9,17,2,34,6,Healthy
49,32694,198,37,7,82,41,Minor Issue
79,45774,156,53,3,48,34,Minor Issue
63,14302,173,11,1,79,18,Healthy
83,32391,26,14,2,75,25,Healthy
99,14611,28,27,9,59,43,Healthy
101,19372,40,54,7,35,57,Healthy
56,34312,143,37,7,52,44,Healthy
104,24080,134,49,8,35,52,Healthy
96,90618,27,55,8,49,53,Minor Issue
94,30874,38,30,9,85,53,Healthy
92,72537,196,51,2,63,31,Critical
95,83914,85,8,8,57,24,Minor Issue
48,11597,64,7,8,70,34,Healthy
61,21600,30,45,5,79,50,Healthy
52,13747,99,18,5,37,27,Healthy
87,89415,131,50,4,24,35,Critical
57,88553,190,7,5,59,17,Critical
115,34815,12,33,2,25,9,Healthy
79,94500,91,56,2,95,39,Critical
56,34714,30,3,5,31,16,Healthy
54,28890,38,30,3,31,28,Healthy
54,71509,85,37,1,92,23,Healthy
118,71824,60,2,9,41,28,Healthy
102,14725,38,34,2,68,21,Healthy
78,53205,104,18,2,69,14,Minor Issue
52,30684,143,42,4,99,50,Minor Issue
71,67911,146,28,2,23,6,Healthy
48,23092,180,9,7,69,25,Healthy
79,49770,29,11,1,22,4,Healthy
59,35457,112,45,2,35,31,Healthy
116,81667,188,29,5,33,18,Critical
119,72894,21,29,2,83,18,Healthy
112,71305,145,59,9,60,66,Critical
102,22612,146,17,4,87,16,Minor Issue
115,88627,185,23,9,78,47,Critical
83,47089,119,31,1,21,12,Healthy
77,62137,165,8,1,29,0,Minor Issue
99,10559,60,46,1,94,34,Healthy
110,76249,166,23,4,45,22,Critical
87,47361,140,25,9,23,32,Minor Issue
57,90720,113,2,8,47,25,Critical
55,25261,129,22,7,21,42,Healthy
94,30372,58,10,1,85,11,Healthy
78,65355,3,9,3,35,17,Healthy
107,67920,191,49,9,76,52,Critical
98,42544,149,35,9,42,53,Minor Issue
101,10037,23,59,5,42,39,Healthy
52,53032,137,12,6,96,25,Minor Issue
45,88233,83,28,6,40,41,Minor Issue
116,51420,55,37,4,44,22,Healthy
99,44600,110,58,1,77,43,Healthy
53,58285,116,52,5,56,42,Minor Issue
93,72008,147,12,1,68,3,Minor Issue
43,99520,62,56,1,96,48,Minor Issue
78,15167,87,25,5,34,24,Healthy
111,10432,167,19,5,47,26,Healthy
64,79687,100,4,7,86,23,Minor Issue
116,81947,27,19,2,23,7,Healthy
71,60903,174,13,6,66,32,Minor Issue
98,64149,34,44,2,69,26,Minor Issue
102,97640,33,13,5,79,28,Healthy
77,66768,92,7,4,81,16,Healthy
92,70184,96,47,5,86,45,Healthy
106,75792,178,12,2,91,7,Critical
67,43439,148,23,8,62,37,Critical
42,43257,168,14,8,77,35,Minor Issue
119,54674,95,50,6,71,43,Minor Issue
61,61248,186,0,3,95,21,Critical
77,93602,159,21,4,88,33,Critical
111,55371,38,33,1,65,20,Healthy
111,77996,173,49,9,44,50,Critical
101,47297,41,50,5,44,37,Healthy
96,64273,137,39,8,54,42,Minor Issue
45,71256,137,2,3,80,13,Minor Issue
117,44743,191,54,4,34,39,Critical
71,78752,79,25,4,93,34,Minor Issue
49,89803,128,13,8,54,36,Minor Issue
42,85117,22,57,9,48,69,Healthy
98,80051,16,40,3,57,35,Healthy
115,32076,32,7,7,88,24,Healthy
88,85312,194,48,9,43,61,Critical
98,97483,142,54,2,38,28,Critical
70,12963,38,54,4,65,48,Healthy
108,82322,98,55,3,68,39,Minor Issue
101,23866,136,15,8,63,34,Healthy
91,42305,21,41,4,92,36,Healthy
80,72403,56,20,9,45,46,Healthy
70,92896,46,9,1,44,3,Minor Issue
61,42813,43,56,1,54,43,Healthy
43,76729,120,24,4,55,36,Critical
52,70686,46,55,3,33,43,Minor Issue
84,14512,48,37,3,75,30,Healthy
81,32666,198,21,2,25,9,Minor Issue
88,26630,84,48,2,51,22,Healthy
59,84519,31,47,8,45,57,Healthy
116,10636,161,46,1,34,17,Healthy
93,13775,172,53,8,68,52,Healthy
75,77957,71,45,3,75,40,Healthy
40,74591,8,3,2,56,8,Healthy
54,88561,130,3,9,72,36,Critical
116,84816,145,29,5,77,33,Critical
56,21351,52,1,5,97,30,Healthy
63,65184,45,28,6,55,37,Healthy
97,79180,37,42,4,30,29,Healthy
111,91678,170,35,7,46,38,Critical
62,83309,44,20,7,21,29,Healthy
85,20778,117,59,9,41,71,Healthy
111,22501,38,20,6,85,32,Healthy
47,12108,99,47,1,36,33,Healthy
98,46382,124,20,9,23,42,Minor Issue
98,85787,6,3,9,33,22,Healthy
52,33341,68,0,5,26,7,Healthy
78,87214,179,25,7,98,41,Critical
67,24367,101,55,1,35,26,Healthy
100,79868,163,50,4,85,40,Critical
55,22002,186,1,4,38,2,Healthy
41,95820,185,8,5,20,13,Critical
56,69949,134,54,6,50,58,Minor Issue
69,25700,13,56,4,23,45,Healthy
52,89305,187,44,6,77,58,Critical
52,72543,30,17,7,75,36,Healthy
82,39318,100,47,3,72,37,Minor Issue
60,99859,2,47,9,62,60,Minor Issue
94,37610,58,56,8,93,79,Healthy
79,82499,36,41,1,68,32,Healthy
54,83374,72,40,2,79,29,Minor Issue
112,75226,173,10,2,35,7,Minor Issue
91,55167,137,24,9,92,46,Minor Issue
113,87779,126,25,9,79,46,Minor Issue
92,37939,193,57,9,66,72,Minor Issue
91,71365,77,35,1,34,21,Healthy
69,77381,50,41,7,82,48,Healthy
72,56710,32,34,3,47,37,Healthy
96,26766,98,37,9,39,41,Healthy
91,22780,43,2,8,82,26,Healthy
48,58458,125,58,3,52,50,Healthy
93,66221,95,40,1,55,19,Healthy
40,11509,78,34,9,32,50,Healthy
83,99493,54,49,1,81,29,Minor Issue
114,44346,47,39,3,87,31,Healthy
119,92799,14,21,6,42,22,Healthy
48,56874,176,7,6,91,29,Critical
71,36148,55,14,4,32,16,Healthy
54,41533,157,44,2,59,40,Healthy
51,88467,175,6,6,49,26,Critical
117,11359,63,18,5,44,24,Healthy
96,70313,19,39,6,92,44,Healthy
47,30344,91,41,7,45,46,Healthy
111,79778,137,16,9,43,35,Critical
66,30601,101,0,7,58,24,Healthy
101,29116,37,44,4,98,27,Healthy
51,66985,107,28,5,80,37,Minor Issue
104,40782,92,57,6,68,54,Healthy
81,59819,52,12,9,60,33,Healthy
101,94416,185,55,5,89,53,Critical
50,79035,28,47,5,39,46,Healthy
82,54458,36,28,7,63,37,Minor Issue
56,18080,116,40,2,35,31,Healthy
71,98743,64,41,3,40,30,Minor Issue
79,43957,18,5,2,34,6,Healthy
62,23908,89,4,2,58,7,Healthy
95,88287,163,33,3,61,29,Critical
45,57482,196,10,6,80,37,Critical
89,48314,78,8,5,23,13,Healthy
76,84921,167,37,5,43,40,Critical
103,93768,90,39,2,22,20,Minor Issue
93,25831,8,40,2,20,22,Healthy
111,30125,15,8,1,32,0,Healthy
88,72451,7,7,3,73,4,Healthy
50,55708,17,43,7,59,53,Healthy
88,27682,86,57,5,30,47,Healthy
60,92824,118,39,7,61,48,Critical
105,45794,64,2,9,23,32,Healthy
102,69372,12,12,6,44,30,Healthy
67,49477,56,18,2,55,23,Healthy
56,63863,174,33,1,83,24,Minor Issue
45,99941,175,31,1,63,22,Critical
58,48737,101,48,9,59,55,Minor Issue
95,12620,16,15,6,64,27,Healthy
67,45057,197,35,6,27,38,Minor Issue
105,50138,2,17,4,54,21,Healthy
77,89390,128,13,2,63,8,Minor Issue
76,63024,92,29,3,37,22,Minor Issue
107,19677,105,1,3,66,0,Healthy
88,54111,182,12,8,44,27,Minor Issue
82,34074,155,26,6,60,38,Healthy
75,27824,31,58,7,24,48,Healthy
97,10765,169,52,9,83,70,Healthy
52,55439,164,51,1,81,42,Critical
91,58926,47,16,2,91,19,Healthy
97,46860,43,30,9,22,48,Healthy
71,22975,65,14,5,56,23,Healthy
99,84877,50,56,4,60,40,Healthy
97,87870,1,19,1,39,8,Healthy
95,91371,185,4,9,86,24,Critical
67,36548,144,6,9,59,40,Healthy
40,48736,122,17,4,96,28,Minor Issue
81,71562,28,55,9,27,55,Healthy
87,50409,86,10,1,24,0,Minor Issue
79,94101,82,31,5,44,32,Minor Issue
102,19834,22,49,1,58,29,Healthy
115,10840,41,26,4,56,22,Healthy
111,89409,76,25,5,24,23,Healthy
119,41568,147,36,3,27,25,Healthy
43,20846,89,44,2,23,25,Healthy
77,15899,178,27,6,60,36,Healthy
66,96038,59,49,3,79,39,Minor Issue
48,76101,69,1,1,73,0,Minor Issue
55,48773,162,19,5,41,22,Minor Issue
95,84723,167,3,2,97,5,Critical
115,82762,123,12,2,38,14,Minor Issue
70,14311,74,23,4,96,32,Healthy
53,66888,7,47,4,87,46,Healthy
64,51616,101,37,4,52,32,Healthy
73,62134,111,57,7,41,52,Healthy
106,16083,180,39,1,84,18,Healthy
63,22598,188,47,8,30,51,Healthy
112,92476,52,44,9,35,57,Minor Issue
65,12580,24,54,6,87,49,Healthy
59,67395,26,28,4,63,28,Healthy
103,52321,125,57,6,28,52,Minor Issue
49,19386,90,35,7,91,54,Healthy
106,63171,122,1,6,97,17,Healthy
63,29522,10,40,1,98,36,Healthy
44,75532,17,17,5,81,29,Healthy
106,24635,2,48,8,34,43,Healthy
97,10671,112,7,8,25,32,Healthy
66,43545,27,57,9,20,61,Healthy
119,64079,71,14,4,39,13,Healthy
54,36855,176,40,6,55,45,Critical
74,45790,118,16,7,21,23,Critical
115,61012,9,22,5,89,25,Healthy
92,24260,86,1,8,21,28,Healthy
83,75139,23,5,3,22,16,Healthy
65,11074,199,28,8,26,35,Minor Issue
86,52676,73,26,5,83,30,Minor Issue
73,19475,27,36,1,60,23,Healthy
89,88414,93,48,6,73,49,Minor Issue
51,25120,81,33,2,60,22,Healthy
43,33147,84,17,7,24,36,Healthy
87,11986,199,41,9,82,59,Healthy
94,42430,43,9,3,20,12,Healthy
40,65479,7,37,4,44,40,Healthy
105,92966,92,58,4,65,45,Minor Issue
69,12176,83,43,4,34,41,Healthy
42,94258,191,16,3,88,27,Critical
60,94153,84,58,5,36,42,Minor Issue
88,71918,44,12,9,40,26,Healthy
101,37115,167,51,8,72,57,Healthy
77,87442,40,59,2,74,48,Minor Issue
54,50002,135,47,9,29,59,Healthy
91,67124,198,41,2,76,33,Critical
118,16610,25,26,7,84,31,Healthy
85,59752,59,52,5,56,46,Minor Issue
64,88947,141,1,7,26,27,Critical
60,84716,103,33,5,95,43,Minor Issue
44,57993,86,30,6,59,41,Minor Issue
109,20073,112,22,8,69,40,Healthy
86,47251,86,6,1,20,1,Healthy
107,81437,98,37,1,39,24,Minor Issue
57,48897,62,32,5,50,37,Healthy
60,60906,8,11,1,87,12,Healthy
62,61616,113,44,3,31,28,Healthy
103,14482,173,11,9,41,37,Minor Issue
106,82936,146,18,7,20,21,Critical
79,49574,60,8,6,20,21,Healthy
49,53284,60,9,8,22,34,Healthy
91,82932,106,16,8,95,46,Minor Issue
111,17338,2,49,6,40,44,Healthy
114,52718,194,39,4,32,36,Critical
100,22500,91,38,4,80,34,Healthy
103,21545,14,40,4,32,28,Healthy
44,71480,48,9,6,52,41,Healthy
92,15241,103,11,1,25,0,Healthy
94,99314,56,14,2,44,25,Critical
76,32821,12,30,6,42,43,Healthy
95,14695,55,14,1,45,4,Healthy
98,87066,156,27,9,23,43,Critical
108,24318,110,3,6,54,10,Healthy
112,60934,4,35,7,94,46,Healthy
98,32331,36,54,1,44,32,Healthy
41,62672,178,0,8,39,32,Minor Issue
104,86860,131,57,5,20,41,Minor Issue
99,78754,1,43,5,87,42,Healthy
90,95677,17,56,6,42,52,Healthy
69,12837,199,33,7,41,39,Healthy
50,50077,62,46,7,81,62,Healthy
115,89915,48,16,5,20,18,Healthy
78,14239,62,38,1,78,28,Healthy
116,96348,69,37,9,87,46,Minor Issue
111,39669,147,43,6,38,31,Minor Issue
102,58624,103,50,9,49,49,Minor Issue
103,85147,110,32,4,20,27,Critical
100,14150,162,59,2,67,35,Healthy
93,21109,177,20,3,38,20,Minor Issue
112,36016,175,25,4,71,33,Healthy
97,21936,91,45,8,41,53,Healthy
95,21036,114,35,3,69,31,Healthy
73,49236,178,4,8,85,34,Minor Issue
70,24021,89,32,6,25,41,Healthy
91,46943,154,0,4,83,14,Minor Issue
115,91007,56,52,7,40,51,Minor Issue
40,60016,78,5,5,38,17,Healthy
94,33244,14,36,5,56,30,Healthy
61,73027,25,1,9,82,31,Minor Issue
79,48985,132,56,3,48,39,Healthy
40,11502,32,52,4,79,47,Healthy
104,63836,82,58,5,53,52,Healthy
102,13770,78,58,1,20,16,Healthy
93,52865,193,4,7,67,23,Minor Issue
81,63811,106,25,8,40,42,Minor Issue
60,14001,189,40,6,53,47,Healthy
118,70848,20,50,9,45,50,Minor Issue
61,62635,74,52,3,55,49,Minor Issue
77,30946,10,46,2,42,24,Healthy
119,76134,123,12,5,66,17,Critical
47,53744,34,11,9,95,41,Healthy
101,49159,189,4,1,63,0,Minor Issue
86,33671,155,1,1,39,6,Minor Issue
56,26450,40,58,3,46,44,Healthy
56,24908,193,3,3,80,16,Healthy
52,67275,127,58,5,56,57,Minor Issue
56,54358,33,26,4,71,27,Healthy
77,59047,196,49,6,94,51,Minor Issue
